congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2,first_middle_name,last_name,fullname
116,House,20749,21,11.0,IL,100,,,"FOSTER, Bill",F000454,1955,,-0.233,-0.215,-26.07534,0.96785,798.0,5.0,,-0.414,0.107,Bill,Foster,Bill Foster
116,House,20954,21,5.0,IL,100,,,"QUIGLEY, Mike",Q000023,1958,,-0.324,-0.259,-19.35712,0.97595,795.0,6.0,,-0.387,-0.087,Mike,Quigley,Mike Quigley
116,House,21128,21,16.0,IL,200,,,"KINZINGER, Adam",K000378,1978,,0.234,0.382,-146.30003,0.82427,757.0,59.0,,0.297,0.211,Adam,Kinzinger,Adam Kinzinger
116,House,21326,21,10.0,IL,100,,,"SCHNEIDER, Brad",S001190,1961,,-0.187,-0.14,-34.25204,0.95839,806.0,8.0,,-0.295,0.024,Brad,Schneider,Brad Schneider
116,House,21328,21,13.0,IL,200,,,"DAVIS, Rodney",D000619,1970,,0.279,0.17,-127.61099,0.85066,789.0,47.0,,0.234,0.341,Rodney,Davis,Rodney Davis
116,House,21329,21,17.0,IL,100,,,"BUSTOS, Cheri",B001286,1961,,-0.239,0.054,-27.8776,0.96617,810.0,8.0,,-0.299,0.196,Cheri,Bustos,Cheri Bustos
116,House,21371,21,2.0,IL,100,,,"KELLY, Robin L.",K000385,1956,,-0.467,-0.023,-23.42402,0.97143,808.0,10.0,,-0.445,0.029,Robin L.,Kelly,Robin Kelly
116,House,21519,21,12.0,IL,200,,,"BOST, Mike",B001295,1960,,0.384,0.031,-107.86456,0.86211,727.0,46.0,,0.292,0.453,Mike,Bost,Mike Bost
116,House,21562,21,18.0,IL,200,,,"LaHOOD, Darin",L000585,1968,,0.458,0.217,-92.62579,0.88749,776.0,37.0,,0.473,0.284,Darin,Lahood,Darin LaHood
116,House,21730,21,8.0,IL,100,,,"KRISHNAMOORTHI, S. Raja",K000391,1973,,-0.328,-0.03,-32.03985,0.96112,808.0,12.0,,-0.359,0.152,S. Raja,Krishnamoorthi,Raja Krishnamoorthi
116,House,21906,21,6.0,IL,100,,,"CASTEN, Sean",C001117,1971,,-0.652,0.497,-41.00605,0.95064,810.0,10.0,,-0.402,0.253,Sean,Casten,Sean Casten
116,House,21921,21,4.0,IL,100,,,"GARCÍA, Jesús",G000586,1956,,-0.43,-0.893,-27.96303,0.9659,806.0,11.0,,-0.459,-0.784,Jesús,García,Chuy García
116,House,21979,21,14.0,IL,100,,,"UNDERWOOD, Lauren",U000040,1986,,-0.58,0.449,-49.75138,0.94007,805.0,13.0,,-0.552,0.641,Lauren,Underwood,Lauren Underwood
116,House,29346,21,1.0,IL,100,,,"RUSH, Bobby L.",R000515,1946,,-0.479,-0.203,-23.64154,0.97003,777.0,6.0,,-0.48,-0.16,Bobby L.,Rush,Bobby Rush
116,House,29717,21,7.0,IL,100,,,"DAVIS, Danny K.",D000096,1941,,-0.486,-0.26,-15.78589,0.98022,790.0,3.0,,-0.483,-0.316,Danny K.,Davis,Danny Davis
116,House,29718,21,15.0,IL,200,,,"SHIMKUS, John M.",S000364,1958,,0.375,0.154,-98.57355,0.87925,766.0,45.0,,0.395,0.308,John M.,Shimkus,John Shimkus
116,House,29911,21,9.0,IL,100,,,"SCHAKOWSKY, Janice D.",S001145,1944,,-0.603,-0.276,-16.57824,0.97952,801.0,6.0,,-0.517,-0.479,Janice D.,Schakowsky,Jan Schakowsky
116,House,15124,22,1.0,IN,100,,,"VISCLOSKY, Peter",V000108,1949,,-0.402,0.244,-25.35942,0.96899,805.0,5.0,,-0.453,0.212,Peter,Visclosky,Pete Visclosky
116,House,20757,22,7.0,IN,100,,,"CARSON, André",C001072,1974,,-0.43,0.04,-40.32137,0.9512,806.0,12.0,,-0.548,0.289,André,Carson,André Carson
116,House,21132,22,8.0,IN,200,,,"BUCSHON, Larry",B001275,1962,,0.383,0.373,-99.39573,0.8805,781.0,44.0,,0.452,0.298,Larry,Bucshon,Larry Bucshon
116,House,21330,22,2.0,IN,200,,,"WALORSKI, Jackie",W000813,1963,2022.0,0.436,0.315,-86.07111,0.8959,783.0,38.0,,0.39,0.371,Jackie,Walorski,Jackie Walorski
116,House,21331,22,5.0,IN,200,,,"BROOKS, Susan",B001284,1960,,0.352,0.217,-134.01795,0.8412,775.0,65.0,,0.326,0.176,Susan,Brooks,Susan Brooks
116,House,21702,22,3.0,IN,200,,,"BANKS, James E.",B001299,1979,,0.651,0.058,-112.25026,0.86999,806.0,55.0,,0.634,0.029,James E.,Banks,Jim Banks
116,House,21725,22,9.0,IN,200,,,"HOLLINGSWORTH, Joseph Albert III",H001074,1983,,0.417,-0.243,-203.66398,0.77224,788.0,98.0,,0.403,-0.309,Joseph Albert III,Hollingsworth,Trey Hollingsworth
116,House,21903,22,4.0,IN,200,,,"BAIRD, James",B001307,1945,,0.449,0.61,-80.90482,0.90472,808.0,35.0,,0.427,0.668,James,Baird,Jim Baird
116,House,21952,22,6.0,IN,200,,,"PENCE, Gregory",P000615,1956,,0.506,0.151,-102.85595,0.87878,796.0,50.0,,0.457,0.357,Gregory,Pence,Greg Pence
116,House,20325,31,4.0,IA,200,,,"KING, Steve",K000362,1949,,0.613,0.171,-190.61697,0.77372,743.0,87.0,,0.583,-0.184,Steve,King,Steve King
116,House,20720,31,2.0,IA,100,,,"LOEBSACK, Dave",L000565,1952,,-0.276,-0.027,-28.98965,0.96415,794.0,8.0,,-0.3,0.214,Dave,Loebsack,Dave Loebsack
116,House,21902,31,3.0,IA,100,,,"AXNE, Cynthia",A000378,1965,,-0.25,0.528,-80.08022,0.90452,798.0,37.0,,-0.239,0.568,Cynthia,Axne,Cindy Axne
116,House,21918,31,1.0,IA,100,,,"FINKENAUER, Abby",F000467,1988,,-0.224,0.501,-79.52809,0.90626,808.0,41.0,,-0.224,0.501,Abby,Finkenauer,Abby Finkenauer
116,House,21734,32,1.0,KS,200,,,"MARSHALL, Roger Wayne",M001198,1960,,0.593,0.176,-124.23877,0.85153,773.0,55.0,,0.546,0.091,Roger Wayne,Marshall,Roger Marshall
116,House,21750,32,4.0,KS,200,,,"ESTES, Ron",E000298,1956,,0.643,0.058,-99.59413,0.88267,798.0,46.0,,0.622,0.087,Ron,Estes,Ron Estes
116,House,21914,32,3.0,KS,100,,,"DAVIDS, Sharice",D000629,1980,,-0.269,0.267,-57.94026,0.93072,807.0,22.0,,-0.25,0.206,Sharice,Davids,Sharice Davids
116,House,21982,32,2.0,KS,200,,,"WATKINS, Steve",W000824,1976,,0.549,0.079,-114.0218,0.86747,802.0,52.0,,0.549,0.079,Steve,Watkins,Steve Watkins
116,House,14854,51,5.0,KY,200,,,"ROGERS, Harold Dallas (Hal)",R000395,1937,,0.334,0.142,-88.57327,0.89507,799.0,27.0,,0.336,0.593,Harold Dallas (Hal),Rogers,Hal Rogers
116,House,20723,51,3.0,KY,100,,,"YARMUTH, John",Y000062,1947,,-0.378,-0.275,-20.37847,0.97488,801.0,6.0,,-0.444,-0.161,John,Yarmuth,John Yarmuth
116,House,20916,51,2.0,KY,200,,,"GUTHRIE, Brett",G000558,1964,,0.426,0.275,-72.30567,0.91379,802.0,26.0,,0.442,0.455,Brett,Guthrie,Brett Guthrie
116,House,21333,51,6.0,KY,200,,,"BARR, Garland H. (Andy) IV",B001282,1973,,0.484,0.294,-102.86786,0.87834,793.0,43.0,,0.497,0.293,Garland H. (Andy) IV,Barr,Andy Barr
116,House,21565,51,1.0,KY,200,,,"COMER, James",C001108,1972,,0.595,-0.039,-131.23188,0.8494,804.0,68.0,,0.638,0.028,James,Comer,James Comer
116,House,31102,51,4.0,KY,200,,,"MASSIE, Thomas",M001184,1971,,0.678,-0.735,-237.35972,0.73935,786.0,102.0,,0.919,-0.395,Thomas,Massie,Thomas Massie
116,House,20759,45,1.0,LA,200,,,"SCALISE, Steve",S001176,1965,,0.559,0.15,-84.42253,0.89997,801.0,38.0,,0.577,0.298,Steve,Scalise,Steve Scalise
116,House,21137,45,2.0,LA,100,,,"RICHMOND, Cedric",R000588,1973,,-0.486,0.332,-40.67477,0.94742,753.0,15.0,,-0.657,0.462,Cedric,Richmond,Cedric Richmond
116,House,21522,45,5.0,LA,200,,,"ABRAHAM, Ralph",A000374,1954,,0.541,0.257,-62.96669,0.87964,491.0,29.0,,0.607,0.154,Ralph,Abraham,Ralph Abraham
116,House,21523,45,6.0,LA,200,,,"GRAVES, Garret",G000577,1972,,0.43,0.029,-127.12159,0.85119,789.0,63.0,,0.42,-0.016,Garret,Graves,Garret Graves
116,House,21724,45,3.0,LA,200,,,"HIGGINS, Clay",H001077,1961,,0.627,-0.31,-141.81522,0.82322,729.0,70.0,,0.587,-0.217,Clay,Higgins,Clay Higgins
116,House,21727,45,4.0,LA,200,,,"JOHNSON, Mike",J000299,1972,,0.566,-0.01,-114.01678,0.85792,744.0,44.0,,0.546,0.032,Mike,Johnson,Mike Johnson
116,House,20920,2,1.0,ME,100,,,"PINGREE, Chellie",P000597,1955,,-0.421,-0.36,-17.73541,0.97807,800.0,7.0,,-0.427,-0.328,Chellie,Pingree,Chellie Pingree
116,House,21923,2,2.0,ME,100,,,"GOLDEN, Jared",G000592,1982,,-0.11,0.374,-176.49506,0.80443,811.0,60.0,,-0.123,0.367,Jared,Golden,Jared Golden
116,House,14873,52,5.0,MD,100,,,"HOYER, Steny Hamilton",H000874,1939,,-0.381,0.121,-16.47352,0.97954,797.0,3.0,,-0.383,0.155,Steny Hamilton,Hoyer,Steny Hoyer
116,House,15433,52,7.0,MD,100,,,"MFUME, Kweisi",M000687,1948,,-0.443,-0.352,-1.55364,0.98745,123.0,0.0,,-0.588,-0.04,Kweisi,Mfume,Kweisi Mfume
116,House,20329,52,2.0,MD,100,,,"RUPPERSBERGER, C. A. (Dutch)",R000576,1946,,-0.297,0.127,-24.08999,0.9703,799.0,6.0,,-0.294,0.017,C. A. (Dutch),Ruppersberger,Dutch Ruppersberger
116,House,20724,52,3.0,MD,100,,,"SARBANES, John",S001168,1962,,-0.465,-0.071,-16.31867,0.98001,808.0,6.0,,-0.416,-0.084,John,Sarbanes,John Sarbanes
116,House,21139,52,1.0,MD,200,,,"HARRIS, Andy",H001052,1957,,0.671,-0.374,-146.1145,0.83153,792.0,56.0,,0.749,-0.398,Andy,Harris,Andy Harris
116,House,21707,52,4.0,MD,100,,,"BROWN, Anthony Gregory",B001304,1961,,-0.344,-0.063,-35.44179,0.95672,801.0,13.0,,-0.307,-0.065,Anthony Gregory,Brown,Anthony Brown
116,House,21741,52,8.0,MD,100,,,"RASKIN, Jamie Ben",R000606,1962,,-0.521,-0.245,-18.33722,0.97753,807.0,7.0,,-0.486,-0.544,Jamie Ben,Raskin,Jamie Raskin
116,House,21978,52,6.0,MD,100,,,"TRONE, David",T000483,1955,,-0.322,0.196,-31.6194,0.96096,794.0,5.0,,-0.268,-0.038,David,Trone,David Trone
116,House,29587,52,7.0,MD,100,,,"CUMMINGS, Elijah Eugene",C000984,1951,2019.0,-0.438,-0.148,-14.38346,0.96718,431.0,7.0,,-0.385,-0.096,Elijah Eugene,Cummings,Elijah Cummings
116,House,15616,3,1.0,MA,100,,,"NEAL, Richard Edmund",N000015,1949,,-0.417,-0.105,-11.38163,0.98584,798.0,3.0,,-0.432,-0.087,Richard Edmund,Neal,Richard Neal
116,House,20119,3,8.0,MA,100,,,"LYNCH, Stephen F.",L000562,1955,,-0.348,0.037,-32.87007,0.95994,804.0,10.0,,-0.302,-0.029,Stephen F.,Lynch,Stephen Lynch
116,House,21140,3,9.0,MA,100,,,"KEATING, William R.",K000375,1952,,-0.33,-0.112,-30.35962,0.96262,797.0,10.0,,-0.367,0.01,William R.,Keating,Bill Keating
116,House,21335,3,4.0,MA,100,,,"KENNEDY, Joseph P. III",K000379,1980,,-0.421,-0.206,-25.62281,0.96844,799.0,11.0,,-0.444,-0.619,Joseph P. III,Kennedy,Joe Kennedy III
116,House,21375,3,5.0,MA,100,,,"CLARK, Katherine M.",C001101,1963,,-0.482,-0.316,-15.54439,0.9808,802.0,5.0,,-0.425,-0.265,Katherine M.,Clark,Katherine Clark
116,House,21525,3,6.0,MA,100,,,"MOULTON, Seth",M001196,1978,,-0.282,-0.044,-69.60273,0.90822,723.0,27.0,,-0.231,0.185,Seth,Moulton,Seth Moulton
116,House,21955,3,7.0,MA,100,,,"PRESSLEY, Ayanna",P000617,1974,,-0.349,-0.937,-44.48792,0.94597,801.0,25.0,,-0.29,-0.957,Ayanna,Pressley,Ayanna Pressley
116,House,21977,3,3.0,MA,100,,,"TRAHAN, Lori",T000482,1973,,-0.421,-0.174,-19.70949,0.97599,811.0,5.0,,-0.472,-0.175,Lori,Trahan,Lori Trahan
116,House,29729,3,2.0,MA,100,,,"McGOVERN, James P.",M000312,1959,,-0.538,-0.323,-18.90018,0.97685,807.0,9.0,,-0.462,-0.624,James P.,Mcgovern,Jim McGovern
116,House,15446,23,6.0,MI,200,,,"UPTON, Frederick Stephen",U000031,1953,,0.32,-0.355,-192.31169,0.78773,806.0,92.0,,0.24,-0.044,Frederick Stephen,Upton,Fred Upton
116,House,20725,23,7.0,MI,200,,,"WALBERG, Tim",W000798,1951,,0.501,0.142,-98.13434,0.88456,800.0,36.0,,0.464,0.242,Tim,Walberg,Tim Walberg
116,House,21142,23,2.0,MI,200,,,"HUIZENGA, Bill",H001058,1969,,0.536,0.026,-142.06231,0.83542,790.0,53.0,,0.493,-0.034,Bill,Huizenga,Bill Huizenga
116,House,21143,23,3.0,MI,200,,,"AMASH, Justin",A000367,1980,,0.654,-0.757,-172.05329,0.62734,369.0,65.0,,0.919,-0.395,Justin,Amash,Justin Amash
116,House,21372,23,5.0,MI,100,,,"KILDEE, Dan",K000380,1958,,-0.367,-0.174,-19.69113,0.97601,811.0,7.0,,-0.489,-0.305,Dan,Kildee,Dan Kildee
116,House,21526,23,4.0,MI,200,,,"MOOLENAAR, John",M001194,1961,,0.45,0.169,-81.5759,0.90408,809.0,30.0,,0.399,0.37,John,Moolenaar,John Moolenaar
116,House,21529,23,12.0,MI,100,,,"DINGELL, Debbie",D000624,1953,,-0.404,-0.157,-21.15977,0.9736,791.0,9.0,,-0.396,-0.399,Debbie,Dingell,Debbie Dingell
116,House,21530,23,14.0,MI,100,,,"LAWRENCE, Brenda L",L000581,1954,,-0.448,-0.039,-13.23385,0.98322,782.0,4.0,,-0.467,0.032,Brenda L,Lawrence,Brenda Lawrence
116,House,21704,23,1.0,MI,200,,,"BERGMAN, John",B001301,1947,,0.436,0.079,-131.66662,0.84719,794.0,58.0,,0.43,0.095,John,Bergman,Jack Bergman
116,House,21737,23,10.0,MI,200,,,"MITCHELL, Paul",M001201,1956,2021.0,0.422,0.311,-106.11067,0.86741,746.0,43.0,,0.421,0.286,Paul,Mitchell,Paul Mitchell
116,House,21940,23,9.0,MI,100,,,"LEVIN, Andy",L000592,1960,,-0.474,-0.563,-16.7619,0.97949,809.0,6.0,,-0.534,-0.549,Andy,Levin,Andy Levin
116,House,21965,23,8.0,MI,100,,,"SLOTKIN, Elissa",S001208,1976,,-0.321,0.738,-104.08866,0.87941,810.0,43.0,,-0.3,0.776,Elissa,Slotkin,Elissa Slotkin
116,House,21972,23,11.0,MI,100,,,"STEVENS, Haley",S001215,1983,,-0.378,0.284,-43.10605,0.94817,810.0,19.0,,-0.337,0.364,Haley,Stevens,Haley Stevens
116,House,21975,23,13.0,MI,100,,,"TLAIB, Rashida",T000481,1976,,-0.291,-0.957,-48.71102,0.94128,805.0,25.0,,-0.255,-0.967,Rashida,Tlaib,Rashida Tlaib
116,House,91143,23,3.0,MI,328,,,"AMASH, Justin",A000367,1980,,0.359,-0.933,-284.06688,0.51732,431.0,157.0,,0.358,-0.934,Justin,Amash,Justin Amash
116,House,91737,23,10.0,MI,328,,,"MITCHELL, Paul",M001201,1956,2021.0,,,,,,,,-0.067,0.998,Paul,Mitchell,Paul Mitchell
116,House,20122,33,4.0,MN,100,,,"McCOLLUM, Betty",M001143,1954,,-0.417,-0.193,-26.04786,0.96835,810.0,7.0,,-0.458,-0.078,Betty,Mccollum,Betty McCollum
116,House,21531,33,6.0,MN,200,,,"EMMER, Thomas Earl II",E000294,1961,,0.468,-0.09,-140.81927,0.825,732.0,52.0,,0.489,-0.021,Thomas Earl II,Emmer,Tom Emmer
116,House,21910,33,2.0,MN,100,,,"CRAIG, Angela",C001119,1972,,-0.27,0.645,-78.1187,0.90817,811.0,25.0,,-0.311,0.708,Angela,Craig,Angie Craig
116,House,21929,33,1.0,MN,200,,,"HAGEDORN, Jim",H001088,1962,2022.0,0.477,0.345,-78.28015,0.9069,801.0,35.0,,0.459,0.377,Jim,Hagedorn,Jim Hagedorn
116,House,21950,33,5.0,MN,100,,,"OMAR, Ilhan",O000173,1982,,-0.298,-0.955,-55.5543,0.93108,778.0,26.0,,-0.278,-0.961,Ilhan,Omar,Ilhan Omar
116,House,21953,33,3.0,MN,100,,,"PHILLIPS, Dean",P000616,1969,,-0.28,0.181,-50.62478,0.93949,811.0,13.0,,-0.235,0.073,Dean,Phillips,Dean Phillips
116,House,21969,33,8.0,MN,200,,,"STAUBER, Peter",S001212,1966,,0.383,-0.112,-160.65013,0.81848,802.0,78.0,,0.288,0.163,Peter,Stauber,Pete Stauber
116,House,29127,33,7.0,MN,100,,,"PETERSON, Collin Clark",P000258,1944,,-0.148,0.712,-222.35446,0.75575,794.0,110.0,,-0.156,0.752,Collin Clark,Peterson,Collin Peterson
116,House,21148,46,4.0,MS,200,,,"PALAZZO, Steven",P000601,1970,,0.535,0.45,-91.96745,0.88617,761.0,45.0,,0.601,0.459,Steven,Palazzo,Steven Palazzo
116,House,21561,46,1.0,MS,200,,,"KELLY, Trent",K000388,1966,,0.637,0.273,-83.76648,0.89999,795.0,34.0,,0.676,0.239,Trent,Kelly,Trent Kelly
116,House,21927,46,3.0,MS,200,,,"GUEST, Michael",G000591,1970,,0.528,0.1,-99.01049,0.88304,796.0,42.0,,0.486,0.232,Michael,Guest,Michael Guest
116,House,29368,46,2.0,MS,100,,,"THOMPSON, Bennie",T000193,1948,,-0.517,0.395,-24.35947,0.96952,787.0,10.0,,-0.553,0.224,Bennie,Thompson,Bennie Thompson
116,House,20124,34,6.0,MO,200,,,"GRAVES, Samuel",G000546,1963,,0.447,0.167,-117.60529,0.86168,790.0,50.0,,0.518,0.4,Samuel,Graves,Sam Graves
116,House,20147,34,1.0,MO,100,,,"CLAY, William Lacy, Jr.",C001049,1956,,-0.481,-0.078,-19.15163,0.97562,776.0,8.0,,-0.586,0.04,William Lacy,Clay,Lacy Clay
116,House,20517,34,5.0,MO,100,,,"CLEAVER, Emanuel, II",C001061,1944,,-0.453,0.009,-36.0453,0.95455,775.0,13.0,,-0.453,0.003,Emanuel,Cleaver,Emanuel Cleaver
116,House,20926,34,3.0,MO,200,,,"LUETKEMEYER, Blaine",L000569,1952,,0.452,0.23,-104.84843,0.87731,801.0,48.0,,0.391,0.459,Blaine,Luetkemeyer,Blaine Luetkemeyer
116,House,21149,34,4.0,MO,200,,,"HARTZLER, Vicky",H001053,1960,,0.478,0.229,-120.92754,0.85873,794.0,44.0,,0.398,0.303,Vicky,Hartzler,Vicky Hartzler
116,House,21150,34,7.0,MO,200,,,"LONG, Billy",L000576,1955,,0.544,0.244,-126.26261,0.85383,799.0,52.0,,0.552,0.02,Billy,Long,Billy Long
116,House,21337,34,2.0,MO,200,,,"WAGNER, Ann",W000812,1962,,0.393,0.284,-134.97226,0.84221,786.0,63.0,,0.391,0.132,Ann,Wagner,Ann Wagner
116,House,21373,34,8.0,MO,200,,,"SMITH, Jason",S001195,1980,,0.581,0.254,-100.38769,0.88344,810.0,48.0,,0.582,0.107,Jason,Smith,Jason Smith
116,House,21751,64,1.0,MT,200,,,"GIANFORTE, Greg",G000584,1961,,0.431,0.085,-99.53171,0.87089,720.0,40.0,,0.435,0.095,Greg,Gianforte,Greg Gianforte
116,House,20518,35,1.0,NE,200,,,"FORTENBERRY, Jeff",F000449,1960,,0.304,-0.061,-163.1146,0.81323,789.0,72.0,,0.306,-0.034,Jeff,Fortenberry,Jeff Fortenberry
116,House,20729,35,3.0,NE,200,,,"SMITH, Adrian",S001172,1970,,0.513,0.233,-105.13045,0.87771,806.0,44.0,,0.562,0.236,Adrian,Smith,Adrian Smith
116,House,21701,35,2.0,NE,200,,,"BACON, Donald J.",B001298,1963,,0.294,0.156,-205.00147,0.77518,805.0,89.0,,0.382,-0.102,Donald J.,Bacon,Don Bacon
116,House,20927,65,1.0,NV,100,,,"TITUS, Alice (Dina)",T000468,1950,,-0.299,-0.193,-21.22754,0.97345,789.0,9.0,,-0.374,-0.272,Alice (Dina),Titus,Dina Titus
116,House,21196,65,2.0,NV,200,,,"AMODEI, Mark E.",A000369,1958,,0.387,0.196,-120.34778,0.85786,785.0,58.0,,0.399,0.238,Mark E.,Amodei,Mark Amodei
116,House,21339,65,4.0,NV,100,,,"HORSFORD, Steven",H001066,1973,,-0.342,0.135,-47.5013,0.94256,803.0,21.0,,-0.393,0.331,Steven,Horsford,Steven Horsford
116,House,21938,65,3.0,NV,100,,,"LEE, Susie",L000590,1966,,-0.235,0.31,-49.81682,0.94028,809.0,15.0,,-0.308,0.436,Susie,Lee,Susie Lee
116,House,21340,4,2.0,NH,100,,,"KUSTER, Ann McLane",K000382,1956,,-0.26,-0.098,-27.48806,0.96614,798.0,8.0,,-0.332,0.092,Ann McLane,Kuster,Annie Kuster
116,House,21951,4,1.0,NH,100,,,"PAPPAS, Chris",P000614,1980,,-0.237,0.343,-57.95773,0.93095,810.0,23.0,,-0.299,0.322,Chris,Pappas,Chris Pappas
116,House,14863,12,4.0,NJ,200,,,"SMITH, Christopher Henry",S000522,1953,,0.178,-0.173,-199.6734,0.77287,775.0,87.0,,0.2,-0.122,Christopher Henry,Smith,Chris Smith
116,House,15454,12,6.0,NJ,100,,,"PALLONE, Frank, Jr.",P000034,1951,,-0.404,-0.168,-16.58893,0.97975,811.0,5.0,,-0.423,-0.382,Frank,Pallone,Frank Pallone
116,House,20542,12,8.0,NJ,100,,,"SIRES, Albio",S001165,1951,,-0.404,0.098,-14.33639,0.98193,786.0,4.0,,-0.422,0.111,Albio,Sires,Albio Sires
116,House,21536,12,1.0,NJ,100,,,"NORCROSS, Donald",N000188,1958,,-0.421,0.328,-28.71769,0.96483,802.0,7.0,,-0.395,-0.011,Donald,Norcross,Donald Norcross
116,House,21538,12,12.0,NJ,100,,,"WATSON COLEMAN, Bonnie",W000822,1945,,-0.608,-0.193,-49.01423,0.94107,807.0,19.0,,-0.463,-0.159,Bonnie,Watson coleman,Bonnie Watson Coleman
116,House,21723,12,5.0,NJ,100,,,"GOTTHEIMER, Josh S.",G000583,1975,,-0.158,0.223,-106.08476,0.87682,807.0,52.0,,-0.171,0.456,Josh S.,Gottheimer,Josh Gottheimer
116,House,21937,12,3.0,NJ,100,,,"KIM, Andy",K000394,1982,,-0.357,0.288,-68.95966,0.91848,811.0,28.0,,-0.273,0.398,Andy,Kim,Andy Kim
116,House,21942,12,7.0,NJ,100,,,"MALINOWSKI, Tomaz",M001203,1965,,-0.272,0.121,-39.50926,0.95228,808.0,13.0,,-0.26,0.099,Tomaz,Malinowski,Tom Malinowski
116,House,21964,12,11.0,NJ,100,,,"SHERRILL, Mikie",S001207,1972,,-0.225,0.263,-73.92576,0.91246,807.0,32.0,,-0.184,0.241,Mikie,Sherrill,Mikie Sherrill
116,House,21980,12,2.0,NJ,100,,,"VAN DREW, Jefferson",V000133,1953,,-0.147,0.644,-89.13305,0.85956,589.0,37.0,,-0.147,0.643,Jefferson,Van drew,Jeff Van Drew
116,House,29741,12,9.0,NJ,100,,,"PASCRELL, William J., Jr.",P000096,1937,,-0.368,-0.006,-23.38596,0.97133,804.0,6.0,,-0.353,-0.183,William J.,Pascrell,Bill Pascrell Jr.
116,House,31103,12,10.0,NJ,100,,,"PAYNE, Donald, Jr.",P000604,1958,,-0.52,-0.097,-27.97381,0.96329,748.0,8.0,,-0.51,-0.028,Donald,Payne,Donald Payne Jr.
116,House,91980,12,2.0,NJ,200,,,"VAN DREW, Jefferson",V000133,1953,,0.38,-0.487,-110.99032,0.57726,202.0,41.0,,0.179,-0.181,Jefferson,Van drew,Jeff Van Drew
116,House,20932,66,3.0,NM,100,,,"LUJÁN, Ben Ray",L000570,1972,,-0.369,0.012,-25.87139,0.96849,808.0,13.0,,-0.31,-0.224,Ben Ray,Luján,Ben Ray Luján
116,House,21928,66,1.0,NM,100,,,"HAALAND, Debra",H001080,1960,,-0.332,-0.233,-20.64652,0.97474,807.0,9.0,,-0.324,-0.226,Debra,Haaland,Deb Haaland
116,House,21976,66,2.0,NM,100,,,"TORRES SMALL, Xochitl",T000484,1984,,-0.163,0.314,-99.88538,0.88358,807.0,42.0,,-0.163,0.314,Xochitl,Torres small,Xochitl Torres Small
116,House,15603,13,16.0,NY,100,,,"ENGEL, Eliot Lance",E000179,1947,,-0.408,-0.093,-23.72532,0.97078,800.0,9.0,,-0.45,-0.193,Eliot Lance,Engel,Eliot Engel
116,House,15612,13,17.0,NY,100,,,"LOWEY, Nita M.",L000480,1937,,-0.389,-0.152,-17.18646,0.97853,792.0,6.0,,-0.391,0.058,Nita M.,Lowey,Nita Lowey
116,House,20519,13,26.0,NY,100,,,"HIGGINS, Brian",H001038,1959,,-0.348,-0.032,-18.28138,0.97746,802.0,7.0,,-0.385,-0.034,Brian,Higgins,Brian Higgins
116,House,20733,13,9.0,NY,100,,,"CLARKE, Yvette Diane",C001067,1964,,-0.609,-0.246,-32.09361,0.96092,805.0,14.0,,-0.52,-0.623,Yvette Diane,Clarke,Yvette Clarke
116,House,20934,13,20.0,NY,100,,,"TONKO, Paul",T000469,1949,,-0.415,-0.268,-19.02471,0.97632,794.0,10.0,,-0.361,-0.405,Paul,Tonko,Paul Tonko
116,House,21101,13,23.0,NY,200,,,"REED, Thomas W. II",R000585,1971,,0.269,0.12,-157.57663,0.81896,789.0,67.0,,0.238,0.182,Thomas W. II,Reed,Tom Reed
116,House,21342,13,6.0,NY,100,,,"MENG, Grace",M001188,1975,,-0.376,-0.217,-59.95102,0.92754,797.0,26.0,,-0.281,-0.48,Grace,Meng,Grace Meng
116,House,21343,13,8.0,NY,100,,,"JEFFRIES, Hakeem",J000294,1970,,-0.486,-0.072,-18.25628,0.97738,798.0,7.0,,-0.499,-0.124,Hakeem,Jeffries,Hakeem Jeffries
116,House,21344,13,18.0,NY,100,,,"MALONEY, Sean Patrick",M001185,1966,,-0.239,0.114,-41.57777,0.9496,804.0,19.0,,-0.312,0.384,Sean Patrick,Maloney,Sean Patrick Maloney
116,House,21345,13,27.0,NY,200,,,"COLLINS, Chris",C001092,1950,,0.357,0.236,-61.83374,0.87498,463.0,22.0,,0.328,0.316,Chris,Collins,Chris Collins
116,House,21539,13,1.0,NY,200,,,"ZELDIN, Lee M",Z000017,1980,,0.397,-0.129,-168.93788,0.80942,799.0,75.0,,0.417,-0.145,Lee M,Zeldin,Lee Zeldin
116,House,21540,13,4.0,NY,100,,,"RICE, Kathleen Maura",R000602,1965,,-0.28,0.039,-53.88685,0.93358,784.0,25.0,,-0.273,0.232,Kathleen Maura,Rice,Kathleen Rice
116,House,21541,13,21.0,NY,200,,,"STEFANIK, Elise M",S001196,1984,,0.301,-0.125,-174.27645,0.8062,809.0,83.0,,0.231,-0.02,Elise M,Stefanik,Elise Stefanik
